platform_adi,kitle_fonlamasi_turu,kategori,fon_sekli,proje_adi,proje_sahibi,proje_sahibi_cinsiyet,kac_proje_destekledi,kac_projeye_abone,kac_projenin_sahibi,kac_proje_takiminda,konum,bolge,yil,proje_baslama_tarihi,proje_bitis_tarihi,gun_sayisi,tanitim_videosu,video_uzunlugu,gorsel_sayisi,sss,guncellemeler,yorumlar,destekci_sayisi,odul_sayisi,ekip_kisi_sayisi,web_sitesi,sosyal_medya,sm_sayisi,sm_takipci,etiket_sayisi,icerik_kelime_sayisi,proje_aciklamasi,hedef_miktari,basari_durumu
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,KÖRFEZ SİNEMA FİLMİ,Emre Yeksan,erkek,0,0,1,1,belirsiz,belirsiz,2016,,8.10.2016,60,var,60,8,1,1,1,60,6,3,var,var,2,510,4,413,KÖRFEZ tamamı İzmir'de çekilmekte olan uzun metraj bir sinema filmi. Bir İzmir'e dönüş hikâyesi.,50000,başarılı
fonbulucu,ödül,kültür-sanat,hepsi kalsın,Bağımsız Sanat Enfekte Olmasın!,Fırat Yusuf Yılmaz,erkek,0,0,1,0,kocaeli,marmara,2020,,,60,var,70,6,0,0,0,3,4,4,yok,var,2,718,0,147,Küresel salgın sebebi ile herhangi bir koruma fonu maddesinin altına girmeyen bağımsız sanatçı atölyelerinin bu süreçte en azından proje üretebilir halde olması.,23500,başarısız
fongogo,ödül,çevre,hepsi kalsın,"KÖMÜRÜN İSİ SABUNUN MİSİ, Perde II: Bir Ev Hayal Ediyoruz | YIRCA KÖYÜ,SOMA",Yırca Hanımeli,kadın,0,0,1,0,manisa,ege,2016,25.08.2016,24.10.2016,60,var,224,12,0,0,0,93,9,2,var,var,2,2451,5,604,"Merhaba!
Biz Yırca Köyü Üretici Kadınlarıyız. 
2014'te 6600 zeytinini termik santrale kurban veren ama yılmayan ve yaşamı dönüştüren mücadeleci köy kadınları.",32500,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Ondan Bahsetmiyorum / I'm Not Talking About That,Beste Yamalioglu,kadın,11,0,2,1,istanbul,marmara,2018,23.06.2018,26.07.2018,33,var,155,6,0,5,0,98,8,2,var,var,3,294,5,392,"Ondan Bahsetmiyorum, ergenliğin doruklarında el yordamı ile ilişki kurmaya çalışan iki gencin bir gününe tanıklık eder.""",20000,başarılı
fongogo,ödül,eğitim,ya hep ya hiç,YARININ KAMPI,Gizem Erdoğan,kadın,0,0,1,0,istanbul,marmara,2019,14.10.2019,10.11.2019,27,var,212,1,0,2,0,23,9,4,var,var,4,25300,3,510,Eğitimde fırsat eşitliğini bir nebze de olsa giderebilmek.,5000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Bir Vapur Masalı,Mehmet Tığlı,erkek,18,0,3,0,istanbul,marmara,2018,31.01.2018,21.02.2018,21,var,35,3,0,0,0,224,7,1,yok,var,1,237,0,135,"Bir baba iki zihinsel engelli çocuğuyla birlikte bir şehir hatları vapuruna biner. Hüzünlü bir yolculuk başlar. Bu kısa film gerçek bir olaya dayanmaktadır.""",20000,başarılı
fonbulucu,ödül,sosyal sorumluluk,ya hep ya hiç,Piyasa Araştırması,Mustafa Ak,erkek,0,0,2,0,samsun,karadeniz,2018,,,60,yok,0,1,0,0,0,1,5,1,yok,var,2,942,0,116,İnternetten veya mağazadan almak istediğiniz herşeyi önceden araştırıyoruz,35000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,"Görme, işitme ve konuşma engelliler için eldiven",İnci Oğuz,kadın,0,0,1,0,izmir,ege,2020,06.05.2020,5.07.2020,60,yok,0,2,0,0,0,0,5,1,yok,yok,0,0,1,432,"Bu yıl bir teknoloji tasarım projesi yapıyorum. Görme engelliler, işitme engelliler ve konuşma engelliler için fonksiyonlar barındıran bir eldiven tasarladım.",1000,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,TAKSİPAN - Taksilerde Covid-19 Önlemi,Korhan TÜRK,erkek,0,0,1,0,antalya,akdeniz,2020,06.05.2020,5.07.2020,60,var,115,11,0,2,0,15,9,3,yok,yok,0,0,5,651,"Herkes taksiye biniyor ve artık toplumsal sağlığın daha önemli olduğu şu günlerde, korunma tedbirlerinin taksilerde de arttırılması faydalı olacaktır.",150000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,PARAMPARÇA,Nurdan Tümbek Tekeoglu,kadın,31,0,6,2,antalya,akdeniz,2020,31.08.2020,30.10.2020,60,var,120,5,0,0,0,179,7,2,yok,var,2,10,0,254,"1923 Türk-Yunan Mübadelesi sırasında, Girit Kandiye’den son anda gemiye binemeyen 12 yaşındaki kızının izini kaybeden kadın, 50 yıl sonra Mersin’de karşılaşır",60000,başarılı
crowdfon,ödül,teknoloji,ya hep ya hiç,Kullanışlı Telefon Kılıfı,Furkan Birinci,erkek,0,0,1,0,belirsiz,belirsiz,2015,,,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,BU TELEFON KILIFI İLE SARJ KABLOSU DERDİ KALMIYACAK VE KAPAKTAKİ MANDALAR İLE TELEFON ELDEN DÜŞTÜĞÜNDE HIZLI Ş,750,başarısız
crowdfon,ödül,çevre,ya hep ya hiç,El Ele Karadeniz'e,Furkan Can,erkek,0,0,1,0,belirsiz,belirsiz,2015,,,60,yok,0,1,0,0,0,7,4,1,yok,yok,0,0,0,115,PROJEMİZDE DAHA ÖNCE KARADENİZ’E ÇIKMA İMKANI VE MADDİ DURUMU OLMAYAN KİŞİLERİN ORADAKİ KÜLTÜREL VE DOĞA,2000,başarısız
arıkovanı,ödül,teknoloji,ya hep ya hiç,Onlock Akıllı Mobilya Kilidi,Dinçer Sözütok,erkek,0,0,1,0,belirsiz,belirsiz,2019,,,60,var,27,16,0,6,12,194,1,6,yok,var,4,1330,0,446,"Onlock özel eşyalarımızı koyduğumuz çekmece, dolap, kabinet, keson gibi mobilyalarımızı cep telefonumuz üzerinden kilitlememizi sağlayan bir akıllı mobilya kilit sistemidir.",140000,başarılı
fonbulucu,ödül,teknoloji,ya hep ya hiç,Geleceğin Güvende Olan Çocukları,Hakan Genç,erkek,0,0,1,0,genel,genel,2019,,,60,yok,0,3,0,0,0,0,5,1,yok,yok,0,0,0,196,Çocuklar için güvenli bir video izleme platformu.,21000,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,FABULA,ALİ  ALBAN,erkek,0,0,1,0,mersin,akdeniz,2020,13.07.2020,11.09.2020,60,var,130,2,0,0,0,0,4,1,var,yok,0,0,1,350,Fabula; geçmişten (ilksel insanlardan) günümüze süregelen toplumsal cinsiyet rollerine eleştirel bir bakış inşa ediyor.,16000,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,dmdsavaşçısıcanberkiçin,Canberk Sağnak,erkek,0,0,6,0,ankara,iç anadolu,2019,28.08.2019,3.09.2019,6,yok,0,2,0,1,0,47,5,3,yok,var,1,3600,0,742,"yataktan daha rahat kalkabilmem,akülü sandalyeme daha rahat geçebilmem, tuvalete daha rahat gidebilmem için""",9500,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,YOLDAN GEÇENLER,Bahadır Öztop,erkek,0,0,1,0,aydın,ege,2017,28.02.2017,9.04.2017,40,var,150,1,0,0,0,0,9,3,yok,yok,0,0,1,189,Daha güzel bir dünyanın mümkün olduğunu göstermek için sırt çantamız ve çadırımızla yola çıkacağız.Ülkemizin kültürünü gezgin/kampçı ruhuyla harmanlanlıyoruz.,30000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Aslı Erdoğan Belgesel Çalışması,Adar Bozbay,erkek,0,0,1,0,istanbul,marmara,2020,20.11.2020,9.01.2021,50,yok,0,10,1,0,0,2,7,2,yok,var,1,2432,0,489,Tutuklanma ve sürgün sürecinin yazarın hayatı üzerinde yarattığı olumsuz etkiler.,25000,başarısız
fonbulucu,ödül,teknoloji,ya hep ya hiç,Scream Of The Darkness,Sertan Aydın,erkek,0,0,1,0,genel,genel,2018,,,60,yok,0,4,0,0,0,1,5,1,yok,yok,0,0,0,342,Hikayesi olan mobil korku oyunu,120000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Yine Mi Ben?,Umut Batuhan Fırat,erkek,0,0,1,0,istanbul,marmara,2019,25.07.2019,8.09.2019,45,var,70,1,0,0,0,0,8,5,yok,var,1,50,2,588,Kenar mahallede geçen gerçek dışı bir hikayeyi anlatan komedi-aksiyon kısa filmi.,16000,başarısız
arıkovanı,ödül,teknoloji,ya hep ya hiç,Akıllı Böcek Robotik Eğitim Kiti,Mustafa Ali Güner,erkek,0,0,1,0,belirsiz,belirsiz,2017,,,60,var,60,7,8,3,16,20,8,6,yok,yok,0,0,0,1028,"Etkinbot Akıllı Böcek, toplumumuzun geleceği çocuklarımızın, teknolojilerin sadece kulanıcısı değil aynı zamanda geliştiricisi olmalarını sağlamak için tasarlanmış, yerli üretim robotik eğitim kitidir",83200,başarılı
fongogo,ödül,kültür-sanat,ya hep ya hiç,Çocuklara Tiyatro Aşkını kazandırmak,Ahmet Şen,erkek,0,0,1,0,denizli,ege,2020,09.09.2020,8.11.2020,60,var,55,5,1,0,0,1,7,1,yok,yok,0,0,0,419,Denizli Tiyatro ve Sahne Sanatları Derneği olarak pandemi sürecinde çocuklara ücretsiz tiyatro eğitimlerimi vermek,4000,başarısız
fongogo,ödül,eğitim,ya hep ya hiç,Potsdam Uni’de Master Eğitimi,Yağmur Sefa,kadın,0,0,1,0,istanbul,marmara,2020,18.11.2020,17.01.2021,60,yok,0,1,3,1,0,0,4,1,yok,yok,0,0,3,224,Uni Potsdam’dan master için kabul aldım.Vizeye başvurabilmek için hesabımda 10000€ göstermem gerekiyor. Kendi birikimim üzerine 7000€ ya daha ihtiyacım var.,70000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,ARAYIŞ,Tajdin AYDIN,erkek,0,0,1,0,diyarbakır,güneydoğu,2017,20.04.2017,19.06.2017,60,var,63,4,0,0,0,1,6,9,yok,var,1,1,0,309,Her gün farklı kişiliklerle kendini arayan bir adamın öyküsü.,15000,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,Hominn,Hüseyin Macit,erkek,0,0,1,0,ankara,iç anadolu,2018,,,60,yok,0,1,0,0,0,1,10,3,yok,yok,0,0,0,256,Hominn müzik severleri amatör müzisyenlerle bir araya getiren bir platform. Her defasında farklı bir evde toplanıyoruz ve amatör müzik grupları burada 30-40 kişilik gruplar için müzik yapıyorlar,15000,başarısız
crowdfon,ödül,diğer,ya hep ya hiç,(@ugurcantv) Instagram Sayfasını Geliştirmek İçin Destek Bekliyorum,Uğur Can Yılmaz,erkek,0,0,1,0,belirsiz,belirsiz,2020,,,60,var,37,1,0,0,0,1,1,1,yok,yok,0,0,0,8,(@ugurcantv) Instagram Sayfasını Geliştirmek İçin Destek Bekliyorum.,7500,başarısız
crowdfon,ödül,tasarım,ya hep ya hiç,Organicard,Hakan Eren,erkek,0,0,1,0,belirsiz,belirsiz,2014,,,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,40,OrganiCard; yaşayan bir portakartı. Siz hiç evinizde bir bahçe büyüttünüz mü? Peki  bir posta kartından büyü,2500,başarısız
fongogo,ödül,müzik,ya hep ya hiç,Ayrılırken,Savaş Can,erkek,0,0,1,0,çanakkale,marmara,2014,08.09.2014,7.11.2014,60,var,277,3,0,0,0,1,6,1,yok,var,1,79,0,220,"Yüz yıldır şarkı-türkü söylüyorum. Bestelerimi duymanı istiyorum. Bestelerim, yüreğine her dokunuşunda durup, kendinle övüneceksin! Destek olmak istemez misin?",24000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Lütfi,Cahit Kaya Demir,erkek,1,0,1,0,istanbul,marmara,2016,08.06.2016,8.07.2016,30,var,132,11,0,2,0,45,7,1,yok,var,2,294,0,307,Lütfi Short Film,5000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,"""NORADRENALİN"" Kısa Film Tamamlama",. .,erkek,0,0,1,0,izmir,ege,2016,12.12.2016,10.02.2017,60,yok,0,0,0,0,0,5,9,1,yok,yok,0,0,0,0,.,6500,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,24 saniye,Can  Köylü,erkek,0,0,1,0,istanbul,marmara,2019,03.12.2019,22.01.2020,50,var,17,1,0,0,0,0,6,1,yok,var,1,124,0,59,Şehvetin doğurduğu nedamet,3500,başarısız
fongogo,ödül,diğer,ya hep ya hiç,Gerçek Gizlidir Filmleri,Lob Ekibi,belirsiz,1,0,1,0,istanbul,marmara,2014,15.09.2014,16.11.2014,62,var,104,1,0,4,0,150,11,4,yok,var,3,274,0,301,Türkiye’de ilk kez her aşaması ‘online’ olarak projelendirilmiş kısa film serisinin yapım destek kampanyası!,40000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Başıboş Bir Yolculuğun Filmi (Fîlma Rêwîtiyek Serberdayî),musab tekin,erkek,0,0,1,0,diyarbakır,güneydoğu,2019,12.03.2019,11.05.2019,60,var,63,1,0,1,0,17,4,3,yok,var,1,64,0,377,"Başıboş yaşamını dışarıdan bir gözle, yaşamsal bir bağ kurduğu kamerasıyla kaydeden B, çocukluk anılarından hareketle “Rewşen”e ulaşmak ister.",10000,başarılı
fongogo,ödül,müzik,hepsi kalsın,Arpistler İçin Türk Müziği Nota Yayını,Şirin Pancaroğlu,kadın,0,0,1,0,istanbul,marmara,2018,01.10.2018,30.12.2018,90,yok,0,6,0,0,0,3,7,2,var,var,3,1038,5,215,"Geleneksel ve günümüz Türk Müziği repertuvarının nota yayınının yapılarak yerel ve uluslararası arp icrasına açılmasını amaçlamaktadır.""",29900,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,Kitlesel Fonlama Derneği ÇALIŞTAY RAPORU,Kitlesel Fonlama Derneği,belirsiz,0,0,1,1,belirsiz,belirsiz,2017,,6.07.2017,60,yok,0,1,0,0,0,1,6,1,yok,yok,0,0,0,118,Kitlesel Fonlama Tasarısı İkincil Düzenlemelerine ilişkin sektörün görüş ve tavsiyelerini içeren ÇALIŞTAY RAPORUmuzun paylaşımı için desteklerinizi bekliyoruz.,1000,başarısız
fongogo,ödül,sağlık-güzellik,hepsi kalsın,Okan Yavuz Hair Studio - Kuaförünü Destekle,Okan  Yavuz,erkek,0,0,1,0,ankara,iç anadolu,2020,17.04.2020,1.05.2020,14,var,37,4,0,0,0,27,4,1,yok,var,1,22300,0,132,Tüm güzellik hizmeti veren işletmeler gibi zor günlerden geçtiğimiz bu dönemde bize CANSUYU olmak sizin elinizde!,10000,başarısız
fongogo,ödül,çevre,ya hep ya hiç,Lotus,Irem Kaval,kadın,0,0,1,0,denizli,ege,2014,10.12.2014,8.02.2015,60,yok,0,4,0,0,0,0,3,1,yok,yok,0,0,0,356,"Lotus, sokak hayvanları ve bahçelerimizde yaşayan 4 ayaklı dostlarımız için temiz ve serin su kaynağı olan %100 doğal bir tasarım ürünüdür.",10000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,'Derin' Kısa Film,Melodi Deniz Sayip,kadın,0,0,1,0,istanbul,marmara,2015,01.10.2015,10.11.2015,40,var,53,30,0,3,0,11,8,2,yok,yok,0,0,0,451,"‘Derin’, kendi dünyasında yaşayan ve pek de dış müdahalelere açık olmayan Sarp’ın, evinin dört duvarı içinde büyüttüğü tutkusuna cisim bulma hikayesidir.",12000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Yolculuk / Vacation,Varyete Film,belirsiz,0,0,1,0,istanbul,marmara,2016,19.04.2016,30.05.2016,41,var,98,5,0,3,0,67,7,3,var,var,2,229,0,500,40 yıllık evli olan Algüç çifti televizyon programından tam pansiyon çift kişilik kaplıca tatili kazanırlar ve yolculuk başlar.,5000,başarılı
fongogo,ödül,kültür-sanat,ya hep ya hiç,El Ele Karadeniz'e,Furkan Can,erkek,0,0,1,0,ısparta,akdeniz,2016,08.02.2016,8.04.2016,60,var,1651,8,0,1,0,0,4,1,var,var,1,38,0,281,Karadeniz bizimle yaşanır.mavi ve yeşili bizimle keşfedin.,4000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,BAŞKASI,Oğuzhan Boz,erkek,0,0,2,0,izmir,ege,2018,02.04.2018,1.06.2018,60,var,62,2,0,0,0,0,7,2,yok,yok,0,0,0,505,"Musa,tiyatro için tıp fakültesini bırakır.Köye,ailesinin yanına dönmek zorunda kalır.Baskılara rağmen, köyde ki gençlerle bir tiyatro oyunu hazırlamaya çalışır.",20000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Günlerin Ardından,Ferit Karol,erkek,2,0,1,0,istanbul,marmara,2018,03.06.2018,18.07.2018,45,var,136,1,0,0,0,55,8,1,yok,var,2,146,0,673,Bizi biz yapan insanlarla artık paylaşacak bir şeyimiz kalmadığında ne hissederiz?,12500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Esinti Kısa Film,Yiğit Ege Yazar,erkek,0,0,1,0,sakarya,marmara,2019,10.07.2019,14.08.2019,35,yok,0,7,0,1,0,16,9,2,yok,yok,0,0,5,201,"Zamansız bir zaman. Sakarya'nın bolca esen küçük bir köyünde, Kendi kendine yeten büyük ama eski bir anadolu evinde yaşayan Mehmet, eşi ve dört kızının hikayesi",5500,başarılı
crowdfon,ödül,tasarım,ya hep ya hiç,Ktü - International Waterbike Ragetta Projesi,Ahmet Can,erkek,0,0,1,0,belirsiz,belirsiz,2015,,,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,115,Yarışmanın resmi sitesi: http://www.iwr2016.at/Welcome.html Bu yarışmada tasarımını ve imalatını kendi yaptı?,5000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Şiddet İçerikli Hayat Muhasebesi,Mehmet Ozan Aydeğer,erkek,1,0,1,0,istanbul,marmara,2017,31.05.2017,10.06.2017,10,yok,0,4,0,0,0,1,6,1,yok,var,2,650,5,203,Birbirinden oldukça farklı iki dostun yolları Beşiktaş ve rap müzik ile kesişiyor ve biz de bunu bir kısa metraj olarak filmleştirdik.,1700,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,Konuşan Hesap Makinesi,Samet Yuşa,erkek,0,0,1,0,belirsiz,belirsiz,2016,,,60,yok,0,1,0,0,0,0,4,1,yok,yok,0,0,0,115,"İşlemleri konuşmanızdan anlayan size Türkçe yanıt veren hesap makinesi uygulaması

Dora adını verdiğimiz uygu",50000,başarısız
fongogo,ödül,çevre,ya hep ya hiç,TOHUM İÇİN ÇAL,Muhammet AK,erkek,0,0,1,0,izmir,ege,2019,22.10.2019,2.12.2019,41,yok,73,0,0,0,0,1,6,2,yok,yok,0,0,5,720,"Günümüz çocuklarına ve gençlerine, tohumun geliştirilmesi ve korunarak gelecek nesillere aktarılmasının önemini anlatmak.",7500,başarısız
fongogo,ödül,diğer,ya hep ya hiç,Acayip Bir Dijital Medya Ajansı Kuruyoruz!,Cansu Arslan,kadın,0,0,1,0,eskişehir,iç anadolu,2019,11.02.2019,28.03.2019,45,yok,0,1,0,0,0,37,9,6,yok,yok,0,0,10,490,Üniversite kantininde başladıkları serüveni daha profesyonel bir hale getirmek isteyen dijital bir oluşumuz.,5000,başarılı
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,Sanat Fabrikası,Erdi Yaygun,erkek,0,0,1,0,belirsiz,belirsiz,2017,,,60,yok,0,1,0,0,0,0,4,1,yok,yok,0,0,0,115,"İçerisinde reklam,prodüksiyon,dizi film yapım,kurmaca yazı grubu,casting, post prodüksiyon,tiyatro evinin olacağ?",50000,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,BİR KENT ROMANI,Selen Esmergil,kadın,0,0,1,0,istanbul,marmara,2017,11.04.2017,11.05.2017,30,var,112,2,0,0,0,0,3,1,yok,yok,0,0,5,310,7-13 yaş arasındaki Roman çocuklar ile birlikte yaşadıkları şehrin tarih ve kültürünü keşfetmek; açılan atölyeler ile sosyal gelişimlerine katkıda bulunmak.,5000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,"""ABİS"" - Kısa Metrajlı Film Projesi",Zafer Geyikçi,erkek,0,0,1,0,kayseri,iç anadolu,2020,04.02.2020,5.03.2020,30,yok,0,1,0,0,0,2,7,2,yok,yok,0,0,0,618,"Aynı dili konuştuğumuz, aynı kaygıları güttüğümüz kişilerle, Sinema aracılığıyla buluşmak.",7500,başarısız
fongogo,ödül,diğer,ya hep ya hiç,Death of Wish,Alperen Kuruoğlu,erkek,0,0,1,0,bursa,marmara,2019,23.07.2019,21.09.2019,60,var,33,2,0,0,0,0,5,1,yok,yok,0,0,0,114,Tamamen tek başıma yapmaya başladığım Visual Novel bir oyun.,1000,başarısız
fongogo,ödül,eğitim,ya hep ya hiç,Sainte Pulcherie Fransız Lisesi SPARC 5665 robotik ile FRC FIRST yarışması,Yusuf Ertac,erkek,1,0,1,0,istanbul,marmara,2018,27.02.2018,8.04.2018,40,var,120,9,0,0,0,8,7,4,var,var,2,123,5,1317,5665 kodlu robotumuzun ile off-season Ülker Arena'da ilk yarışmaya katıldık. New York'daki FRC robotics yarışmasına 25 kişilik ekibimiz ile katılacağız.,25000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,TARMOT - Türkiye'nin Arama Motoru,Kamil Tellioglu,erkek,0,0,1,0,istanbul,marmara,2018,26.03.2018,25.05.2018,60,var,49,2,0,0,0,1,5,1,var,var,1,109,5,281,Milli bir arama motoru projesidir. Bigdata ve yapay zeka tabanlı büyük veri girişimidir.,25000,başarısız
fongogo,ödül,dans-performans,ya hep ya hiç,"Afrikalı yetim çocuklar, Masakakidsafricana'yı İstanbul'a getiriyorum!!!",osman muzaffer afyon,erkek,0,0,1,0,ankara,iç anadolu,2019,17.10.2019,16.12.2019,60,var,65,8,0,0,0,2,6,2,var,yok,0,0,5,463,"Öksüz ve yetim çocuklardan oluşan, yetenekli, dünya tatlısı afrikalı çocuklardan oluşan dans grubu MasakakidsAfricana'yı Türkiye'ye tanıtmak",75000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,MenaPay,Tolga Odoglu,erkek,0,0,1,0,bursa,marmara,2019,26.04.2019,15.05.2019,19,var,97,3,0,0,0,0,3,1,var,var,4,6734,0,140,"MenaPay, 1 Milyar USD pazar değerine ulaşarak dünyanın en büyük banka bağımsız, blockchain tabanlı mobil ödeme yöntemi olmayı hedefliyor.",100000,başarısız
fongogo,ödül,teknoloji,hepsi kalsın,Birlikte Bir İlke,Yga'lı Genç Liderler,belirsiz,0,0,1,0,istanbul,marmara,2015,11.08.2015,31.08.2015,20,yok,0,6,0,1,0,1,6,1,var,var,2,99,0,272,"Dünyada ilk defa güneş enerjisi ile termal batarya teknolojisini birleştiren bir sistem süt toplama merkezlerinde kuruluyor! ""Birlikte Bir İlke"" sen de imza at!",20000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Kalıplarda Yaşamak,Musa Bölükbaşı,erkek,0,0,1,0,istanbul,marmara,2020,11.11.2020,9.01.2021,59,var,79,0,3,0,0,3,5,2,yok,var,2,31,0,453,"Ucuz filmlerde figüranlık yapan, mutsuz bir evlilikleri olmasına rağmen toplum baskısı yüzünden boşanamayan bir çift, böyle bir ailede çocuk sahibi olmayı dener",15000,başarısız
fongogo,ödül,diğer,ya hep ya hiç,Mektubunuz Var,Cuma Uluk,erkek,0,0,1,0,sivas,iç anadolu,2015,22.07.2015,21.08.2015,30,yok,0,0,0,0,0,0,7,1,yok,yok,0,0,0,330,Lösemi ve Kanser için ''bilinçlendirme ve farkındalık'' kampanyası,4000,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,Şiirlerime Gebe Kadın,Erencan Algun,erkek,0,0,1,0,istanbul,marmara,2018,30.11.2018,29.01.2019,60,var,158,3,0,0,0,1,7,1,yok,yok,0,0,3,553,"Bir genç kızın kanserle olan mücadelesini anlatan kitap, içerisinde, toplumun bu tip olaylara bakış açısını değiştirebilecek hikayeler barındırmaktadır.",5000,başarısız
fongogo,ödül,sağlık-güzellik,hepsi kalsın,ZEN ROYA GÜZELLİK - GÜZELLİK SALONUNU DESTEKLE,Arina Guderzi,kadın,0,0,1,0,istanbul,marmara,2020,24.04.2020,24.05.2020,30,var,49,2,0,0,0,0,3,1,var,var,1,9862,0,127,Tüm güzellik hizmeti veren işletmeler gibi zor günlerden geçtiğimiz bu dönemde bize CANSUYU olmak sizin elinizde!,10000,başarısız
crowdfon,ödül,çevre,ya hep ya hiç,Hedefimiz Doğaya İnsan Dikmek,Kemal Gök,erkek,0,0,1,0,belirsiz,belirsiz,2019,,,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,115,"Gerek turizm gerek yeşili koruma adına otostop yolculuğuna çıkacağız. Bu yolculukta, memleketimden insan manzaral",50000,başarısız
fonbulucu,ödül,diğer,ya hep ya hiç,Aero Tales Online: The World - Mobile/PC MMORPG,Anisage Games,belirsiz,0,0,1,0,genel,genel,2019,,,60,var,102,8,0,0,1,0,5,1,yok,var,1,614,0,494,Rol yapma oyunlarından ve çizgi filmsi grafikli oyunlardan hoşlanan küçük orta büyük her yaş kitleye hitap eden ve gizemli içerikleriyle herkesi hayrete düşürmeyi amaçlayan çevrimiçi çok oyunculu bir oyun.,5000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,''Kelimelerin İnanılmaz Gücü'' KISA FİLM PROJESİ,Şükrü Can Konaklı,erkek,0,0,1,0,kocaeli,marmara,2019,30.10.2019,29.12.2019,60,var,159,1,0,0,0,0,5,1,yok,yok,0,0,5,474,Bir adam başka bir adama bir kelime söyler söylediği o adam yumruğunu sıkar ve bir yumruk atar. Şimdi bu kelimenin gücü değil'mi ?,10000,başarısız
fonbulucu,ödül,teknoloji,ya hep ya hiç,Twitch Yayıncılığı için destek istiyorum.,Gizem Er,kadın,0,0,1,0,genel,genel,2018,,,60,yok,0,3,0,0,1,1,7,1,yok,yok,0,0,0,284,"Kadınlara ""Erkek İşi"" olarak dayatılan işi yapmak istiyorum.",8000,başarısız
fongogo,ödül,eğitim,ya hep ya hiç,İsviçre'de Klinik Psikoloji Yüksek Lisans Programı Eğitimine Destek Olalım!,Elif Özen,kadın,0,0,1,0,kayseri,iç anadolu,2019,11.12.2019,1.02.2020,52,var,145,4,0,0,0,7,7,1,yok,var,4,310,0,706,"Kadına, bilime, eğitime ve geleceğe olan desteklerinizi bekliyorum.",65000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Da Capo,İpek Efe,kadın,7,0,1,0,sakarya,marmara,2018,11.04.2018,10.06.2018,60,var,62,4,0,1,0,39,9,4,yok,var,3,347,0,911,"Zeynep kaybettiği bir şeyi aramak için çocukluğunun geçtiği eve gider. Orada bir kız çocuğu ile karşılaşır...""",12500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Bir Yangının Küllerinden!,Sezgin Türk,erkek,0,0,1,0,düzce,karadeniz,2020,11.03.2020,9.05.2020,59,var,79,9,0,2,0,77,9,4,yok,var,2,1201,0,1139,"Yeniden doğuş hikayesi!

Şimşirlik doğada bir yaşam yeridir. Şimşirlik’teki yaşam binası 5 Mart 2018’de yanar. Şimşirlik’i yaşayan insanlar ona sahip çıkar.",15000,başarılı
fonbulucu,ödül,teknoloji,ya hep ya hiç,Bidaabak,Seçkin Can Çelenk,erkek,0,0,1,0,ankara,iç anadolu,2018,,,60,yok,0,2,0,0,0,6,4,1,yok,var,2,477,0,497,"Yeni, genç nesil özgün paylaşım platformu",8500,başarısız
